name,sector,year_founded,label_date,website,description,founders,email
SIMARL,Business Software and services,2018,09/2019,https://soft-justice.com.tn/,"SIMARL est spécialisée dans l'administration des résolutions des litiges : consultation, organisation, promotion des modes alternatifs de règlement des conflits...",kaouthar SALMI,salmi.kaouthar@gmail.com
Fidness,Mobility,2019,02/2022,https://fidness.net/#/,,Ahmed Najjar,n.a.
Nqollek Haja,Commerce and shopping,2022,02/2022,https://nqollek.tn,"La Marketplace pour Artistes & Artisans.
| Formations, événements et support logistique pour les Artistes et les Artisans de la Tunisie.",Yasmine Ansari,nqollek.haja@gmail.com
SOLIXY,Business Software and services,2017,12/2019,http://www.solixy.com,Qui dit SOLIXY dit un magasin intelligent. Nous développons des solutions innovantes basées sur l'Intelligence Artificielle et destinées au secteur du retail.,"Haythem Khalifa, Salem Khalifa, Béchir Yahia",n.a.
Soledu,EdTech,2021,06/2022,https://sol-edu.org/,"Soledu est une startup qui propose principalement des formations en lignes conçues pour accompagner les parents et les professionnels de l’éducation à développer de nouvelles compétences de parentalités.

Grace à notre plateforme en ligne, nos abonnées on accès à des vidéos thématiques pour acquérir de nouvelles compétences et apprendre des outils pratiques facilitant l’éducation des enfants et améliorent leurs relations avec ces derniers. Ces formations sont accompagnées par des séances de coaching de groupe pour consolider les connaissances.","Abdelaziz SIFAOUI, Moahmmed Abu Sharekh",info@sol-edu.org
Autoween,Business Software and services,2020,05/2021,https://autoween.tn,Plateforme conçue pour gérer les autoécoles et les mettre en relation avec des clients à travers un annuaire public,"Mouheb Kraiem, Maha Benmohamed",n.a.
NewGen,Ad Tech and Creative Tech,2016,06/2019,https://www.newgen-studio.com,NewGen est une startup spécialisée en développement de jeux Videos. Nous avons commencé au début a faire des jeux de réalité virtuel et augmenté comme des produit de service ensuite nous nous sommes concentré a créer notre propre produit (jeu) pour le vendre à l'international.,Seifeddine Ben Hamouda,n.a.
international business space,Business Software and services,2020,03/2021,http://www.ib-space.com,"International Business Space, est une plateforme de B2B et Matchmaking entrepreneurial et international, qui permet la mise en contact directe des chefs d’entreprises en Tunisie et à l’étranger et d’avoir une visibilité et un contact avec tous les acteurs économiques en Tunisie et partout dans le monde.","Ghada Sayeh Cherif, Foued Cherif",n.a.
Athena-IO,Ad Tech and Creative Tech,2019,12/2019,https://on-board.co,"Onboard (produit de la Startup ATHENA iO) oeuvre à transformer les manuels de produits de leur état textuel, vers un format en 3D intelligent et immersif, offrant aux industriels un support client technique instantané et efficient.","Safwen Bouali, Cherif Redissi, Amine Troudi",n.a.
WIN NOW,Ad Tech and Creative Tech,2021,02/2022,https://winnow.tn,Win Now est une plateforme qui regroupe et organise les jeux concours en Tunisie.,"Nesrine Welhezi, Nizar Welhazi",n.a.
Videsys,Ad Tech and Creative Tech,2019,09/2019,https://www.videsys.com,Videsys est une platforme de distribution de contenu video avec insertion dynamique de publicité vidéo.,"Abdelaziz Ktari, Walid Messaoudia",n.a.
AVOPRO,Business Software and services,2020,12/2020,http://www.avopro.tn,AvoPro est une plateforme pour la gestion des cabinets d'avocats et mettre en relation avec les clients à travers un annuaire et un forum,"Hamza Gassem, Hatem Hamdi, Abdel Karim Ben Abdel Malek",n.a.
Smart Ecowico Technology,Consumer products and services,2021,09/2021,https://ecowico.tn/,"Smart Ecowico permet d'apporter des fonctions de confort, de sécurité et d’économie d’énergie à votre domicile grace à des modules sans fil.","Ilyes mhiri, Achraf Zorgati, mohamed amine chalbi",n.a.
Click and win,Business Software and services,2021,11/2021,,isondf est un fournisseur de donnes avec une plateforme de sondage rémunère qui permet de créer des études marketing.,"firas yousfi, abdessalem bazine, maalawi mehdi",n.a.
CrocoCoder,EdTech,2019,08/2020,http://www.crococoder.tn,CrocoCoder offre des formations professionnelles certifiées en IT à travers une plateforme E-learning contenant des vidéos consolidées par des bootcamps intensifs.,"Abderrahmen Masmoudi, Zied Feki",n.a.
ClickBus,Mobility,2021,03/2021,http://www.clickbus.tn ,"Clickbus est une plateforme qui permet l'utilisation de la flotte des bus détenue par les agences touristiques dans le transport du personnel des entreprises, ou le transport des particuliers.","Youssef Fakhfakh, Zied Agrebi Orabi",n.a.
Goupsup,Wellness,2019,12/2019,https://goupstandup2019.wixsite.com/startup,L'ultime application mobile qui va vous aider à être motivé & productif (Réveil & Liste de tâches) tout en gagnant de l'argent avec notre système de 'Gamification'.,"Hazem Guent, Yassine Dimassi",n.a.
K2LIS,Fintech,2018,01/2020,,K2LIS est une plateforme digitale de microfinance accompagnée de son portefeuille électronique (wallet) web et mobile à destination des institutions de microfinance et leurs bénéficiaires.,"Tarek KAMOUN, Mohamed Ben Laroussi LIMAME, Farouk KAMOUN",n.a.
AbrarCom Analytics,Business Software and services,2017,02/2020,,AbrarCom Analytics est un outil de reporting basé sur la Business Intelligence destiné à diffuser des rapports d'activité précis selon un format prédéterminé.,"Houssem Nouri, Slim Ben Salah, Amira Ben Faiza, Haythem Farhati",n.a.
Kartago Dattes Snacks,Agritech,2021,03/2021,http://www.kartagodattes.tn,"Kartago produit des ingrédients biologiques et 100% naturels à base de dattes tels que le sucre, le sirop de dattes et l'huile de noyaux.",fares horchani,n.a.
Idaraty.tn,Business Software and services,2020,02/2021,https://idaraty.tn/?from=label-startup,Description: Idaraty est une plateforme qui facilite la relation entre les citoyens et les institutions publiques en Tunisie,Ahmed Zoghlami,n.a.
Tunisie Aquaponie,Agritech,2020,05/2021,http://www.tunisie-aquaponie.com/,"Tunisie Aquaponie propose des services en techniques de culture hors-sol (hydroponie, aquaponie...), aux particuliers ainsi qu'aux professionnels, souhaitant produire des fruits et légumes sains, dans le respect de l'environnement.",Sofiene Rouis,n.a.
CAMPUSNA,EdTech,2020,06/2021,http://www.campusna.com,Campusna est une plateforme e-learning basée sur le blended learning avec des exercices auto-corrigés et une classe virtuelle.,Neila Alya Benzina,n.a.
Société Saghroun.com,Commerce and shopping,2018,03/2020,https://www.saghroun.com/,"Saghroun.com est une marketplace qui permet aux mamans et futures mamans de vendre et d'acheter des articles bébés, enfants et femmes enceintes en toute sécurité.",Ayet El Mouna Chemli,n.a.
Tynass,Ad Tech and Creative Tech,2020,11/2020,https://tynass.com/,"Tynass IT offre une application mobile qui rend le voyage dans le temps possible grâce à la réalité augmentée et à l'intelligence artificielle, donnant aux touristes et aux visiteurs locaux une meilleurs visites guidées en Tunisie et créant les meilleures expériences historiques.","Karim Hermi, Samy Ben Chaalia, khalil Ben Ali",n.a.
Luceor Labs,Communication services,2021,12/2021,http://www.luceor-labs.com,"Réseaux sans fil résilients et sécurisés pour les applications outdoor mobiles grâce aux nouvelles solutions Xtramesh. 
",Mohamed Tlich,n.a.
wammya,Mobility,2020,10/2020,http://www.wammya.com,"Wammya est une solution intégrée pour la mise en relation, le réseautage et la digitalisation pour les secteurs du transport. Des outils d’aide à la gestion d’activité sont mis à la disposition des prestataires de service tout en intégrant l'AI, IOT et le blockchain à la solution.","Faycel Aouina, Iteb Masmoudi, Ahmed Lachheb Lahlaoui, Walid Negra",n.a.
Menutium,Business Software and services,2017,02/2021,https://menutium.com,Menutium est un ensemble de services d'abonnement disponible en ligne qui permet aux petits et moyens commerçants de mettre en vente leurs produits en quelques minutes de manière simple sans aucun requis préalable,"Salem Mosbah,  Amine MLIKA",n.a.
Livrina,Mobility,2020,08/2021,https://livrina.com/,"Livrina est un réseau permettant de livrer à domicile de la nourriture (fast-food, pâtisseries...) et d’autres produits (maquillage, électronique, meubles…) autour de Kasserine.",Mohamed Fares Ghodhbani,n.a.
VAKAY,Wellness,2015,12/2019,https://www.vakayeyewear.com,La création et la fabrication des lunettes haut de gamme en bois et en autres matériaux.,"Adam Jabeur, Soulaimen Ghorbel",n.a.
EasyBank,Fintech,2023,07/2023,https://app.easybank.tn/,Une plateforme digitale qui permet d'accéder aux offres bancaires existantes et l’information financière pour les employés des grandes entreprises d'une façon instantanée et sécurisée.,"Mohamed Khelifi, Maher Khelifi",contact@easybank.tn
DIGITAL FIBER SOLUTIONS,Business Software and services,2022,04/2022,http://surveyfibre.com/,Digitaliser l'étude et l'analyse de l'infrastructure Télécom en particulier la Fibre Optique et ce via uneplate forme web et mobile utilisant de l'Intelligence Artificielle.,"Hichem Boussetta, Jamel Hassine, Zohra Neffati, Monji Haddad",dfs.cfo@gmail.com
Khobzti,Commerce and shopping,2020,11/2020,https://makhbazti.com,Makhbazti Digitale offre une application pour diminuer le gaspillage alimentaire et offre la possibilité de réserver et payer pour vous besoin sans contact et permet au gens avec allergie de trouver leurs besoins.,Marwen Khemis,n.a.
Eat & Fit,FoodTech & New Food,2019,12/2019,www.eatfit.tn,"Eat &amp; Fit est la première plateforme web et mobile offrant  des abonnements de repas diététiques sur mesure, préparés par notre Chef, livrés chez vous quotidiennement, accompagné durant toute l'experience par notre nutritionniste.",SKANDER BEN SASSI,contact@eatfit.tn
Gark,Wellness,2021,12/2021,http://www.gark.tn,GARK est une plateforme dédiée aux amateurs qui reprend les bases des systèmes de Gaming et des compétitions émergées dans le mini-football et elle offre à ses utilisateurs une opportunité unique et vivre leur propre expérience professionnelle.,"Haithem Besghaier, Amine Gongi, Mohamed Taha Jemmali",n.a.
NeuroData,Business Software and services,2020,12/2020,https://neurodata-tunisia.com/,"NeuroData développe des solutions basées sur l’intelligence artificielle dans plusieurs industries : banques , assurances , fintech , e-commerce , e-learning , Pharmaceutique et logistiques.",Yassine Hamdaoui,n.a.
FlexyFleet,Mobility,2023,02/2024,,"FlexyFleet est une plateforme innovante visant à révolutionner la logistique du dernier kilomètre en optimisant l'efficacité et la scalabilité des livraisons. Elle propose une intégration transparente, un système de correspondance intelligent et une gestion de flotte évolutive pour répondre aux attentes croissantes des consommateurs.",Karim Ben Fadhel,n.a.
DIGITAL CITY INNOVATION,Social Business,2023,02/2023,,"Opérante dans le domaine de la Smart Mobility, DCI vient ajouter une nouvelle pierre dans l écosystème des Startups tunisiennes en lançant un nouveau service de transport des individus avec le secteur privé organisé.","Hassouna BENJEMAA, Hassouna BENJEMAA",n.a.
rahba.tn,Agritech,2017,08/2019,http://www.rahba.tn,Rahba.tn est un espace en ligne dédié aux professionnels de l’industrie agricole. On peut y trouver tous les produits et équipements neufs ou d'occasion.,Mahmoud Aboulrob,n.a.
Pedalo,Business Software and services,2021,10/2022,www.pedalo.tn,"Pedalo est une startup sociale qui aide les entrepreneurs à se focaliser sur ce qu'ils savent faire le plus et nous nous chargeons de livrer leurs documents et produits. Et ce, avec à un service de livraison fiable, rapide et respectueux de l'environnement grâce aux vélos.","Amany Hamdany, Adnen Ben Hadj",pedalo.tunis@gmail.com
Siteflow Factory,Business Software and services,2019,06/2019,https://www.siteflow.fr,SiteFlow est une solution SaaS qui digitalise la préparation et le suivi d'intervention sur les chantiers de construction et de maintenance industrielle complexes.,"Samed Jalouali, Timothe Piette, Etienne Barrault, Louis Hauvette",n.a.
FAZA,Ad Tech and Creative Tech,2018,11/2021,http://www.faza.tn,"Média Tunisien, vidéo diffusé exclusivement sur les réseaux sociaux, qui produit des formats parfaitement optimisés pour engager et convertir sur les médias sociaux.",Zahra Jenane,n.a.
MK Talent,EdTech,2023,09/2023,,Gestion de portail web dans la mise en relation entre enseignant et élève pour des cours de soutien scolaire.,"Mehdi Ben Hassine, Khaled Ben hassine",n.a.
ROBOGRAF,Ad Tech and Creative Tech,2018,08/2020,http://www.robograf.me,Robograf est un système d'exploitation de borne photo connectée sur les réseaux sociaux pour la gestion événementiel.,Ismail Benmiled,n.a.
HUBS TRAVEL,TravelTech,2022,10/2022,hub-travel.com,"Hubs travel c'est la Première plateforme E-tourisme sur le marché qui donné l'accès à nos principaux client ( agence de voyages , hotels ...) la main de mettre leur offre sur notre plateforme d'une manière périodique selon le type de contrat choisi pour faciliter aux consommateurs final d'avoir des notifications d'une manière rapide dés l'inscription selon le choix et le budget défini en avance sans perdre du temps sur internet","Hatem Ben Brahim, Wafa Ghrir",n.a.
ECG Lab,HealthTech,2021,05/2021,https://ecglab.net/,"ECG lab est une plateforme de visualisation, stockage, partage et analyse des enregistrements d’électrocardiogramme (ECG) entre médecins (cardiologue ou autres) alimenté par l’intelligence artificielle dédiée aux hôpitaux publics et/ou privés.","Hatem Rabeh, Adel Fardi, Ayoub Belfekih",n.a.
HackUp,Business Software and services,2020,10/2020,http://www.hackup.io,Plateforme de validation de compétences et de mise en relation entre l’entreprise et le développeur à travers un matching automatique en s'appuyant sur des tests techniques en ligne et en organisant des hackathons.,"Ghanmi Ayhem, Mohamed Aziz Najjar",n.a.
Liberrex,Business Software and services,2020,12/2020,https://www.liberrex.com,"Liberrex offre une solution de gestion virtuelle des flux clients à tous les types de fournisseurs de services (Hôpital, Municipalité, médecin privé, salon de beauté, etc.) pour résoudre le problème des longs temps d'attente et éliminer les files d'attente physique et, par conséquent, augmenter la satisfaction des clients.",Achraf Ammar,n.a.
HAT Information Security Corporate,Security,2023,10/2023,hat-training.com,Notre entreprise se positionne en tant que fournisseur de solutions intelligentes qui ciblent l'amélioration des compétences et des pratiques CyberSécurité au niveau de l'entreprise.,"Anis Fourati, Randa Sellami, Mohamed Ali Fitouhi",n.a.
Servini,Business Software and services,2022,05/2023,https://srvni.com/,"une application de prise de commande sur tables pour les restaurants,hotels,café, bars ainsi que réservation","Ramzi Hachicha, Mohamed Achraf Jomaa, Zied Hachicha, Dhia eddine Abdelli",n.a.
Agritable,Commerce and shopping,2019,07/2021,https://www.agritable.tn/,Agritable est une enseigne de commerce équitable qui vend en ligne des produits de la terre directement du producteur au consommateur.,"Hajer Siala, Sophiene Jebabli",n.a.
Randev,Consumer products and services,2023,08/2023,app.randev.io,"Randev est une application de gestion de rendez-vous innovante et conviviale conçue pour
simplifier le processus de planification pour les professionnels et les consommateurs finaux.
L'application cible les coiffeurs, les salons de beauté, les stations de services et les
formateurs de leçons de conduite.
Grâce à Randev, les professionnels peuvent facilement créer, customiser et gérer leurs
propres comptes , qui incluent leurs services, leur disponibilité et leurs tarifs.
Les consommateurs bénéficient d’un ensemble des services dans un store qui répond
à leurs besoins avec la possibilité de prise de rendez-vous.
L'application propose également un calendrier intuitif, une messagerie instantanée et un
système de notification qui permet aux professionnels et à leurs clients de consulter et de
gérer leurs rendez-vous.","Mohamed Regaieg, Younes Regaieg, Safa REKIK",contact@randev.io
Jhimi Pour Les Elévateurs Légers,Agritech,2014,01/2020,,"Conception et production d'équipement pour la récolte, la fécondation et l'entretien des palmiers dattiers.","HoucineJhimi, Ali Jhimi",n.a.
officent,Business Software and services,2024,07/2024,https://www.officent.co/,,"saif eddine borghol, kamel Ben anaya, Asma Methamem, Soulayma Dhiab",n.a.
Dyxis Cloud Provider,Business Software and services,2018,01/2023,http://www.dyxis.com,"Cloud Provider: Allocation dynamique des ressources de calcul et de stockage sur le cloud,
Plan de continuité d'activité sur le cloud,
Cloudification assistée des systèmes on-premise",Skander Zoghlami,hello@dyxis.com
Lavocato,Business Software and services,2021,02/2022,https://www.lavocato.tn/,LAVOCATO est un projet de transformation digitale du métier des avocats. un outil stratégique 360° clé en main et facile d'usage. La vocation est franchement de remplacer les papiers par des fonctions numériques 2-clics,Khelifi Ali,n.a.
KYUFI,Consumer products and services,2013,03/2020,http://www.kyufi.com,L'activité de KYUFI consiste en la fabrication d'un thé soluble 100% naturel et 100% authentique à partir d'un procédé de production totalement innovant.,"Tarek TALBI, ",n.a.
Cagnotte Fid,Ad Tech and Creative Tech,2020,12/2020,https://cagnottafid.tn/,"Cagnotte Fid est une application mobile intermédiaire entre les commerçants et leurs clients, elle permet d’accomplir les procédures et gérer les opérations relatives au programme de fidélisation.","Omar Baccar, Hager Bouchoucha",n.a.
Pwn & Patch,Security,2021,11/2021,https://www.pwnandpatch.com/,"Oktoboot est une plateforme de veille sur la sécurité, elle permet de monitorer le dark web et de scanner en continues les differents data leaks qu'il contient.","rim ben brahim, Oussama Lessis",n.a.
HALONURSERY,Agritech,2022,04/2022,,"HALONURSERY est une pépinière pour la domestication des halophytes d’intérêts économiques (agro-alimentaire, sources de biomolécules actives) pour promouvoir de nouvelles cultures dans les zones marginales.",Amira Dabbous,amiradabousbenali@gmail.com
PROSERVY,Business Software and services,2019,12/2020,http://proservy.com/,Proservy est une solution qui permet aux entreprises de digitaliser et automatiser le métier de l'office management à travers une plateforme digitale dédiée.,"Ahmed Dridi, Wassim Jouini, Mohamed Elyes Ksontini",n.a.
Travaris,TravelTech,2020,12/2020,https://travaris.app/ ,Travaris est une application web et mobile construisant un moteur d'intelligence artificielle qui aidera les voyageurs à vivre une expérience locale et authentique pour se connecter fort à leur destination.,"Youssef Said, Berkay Alkisel, Ahmad Abd Arrahman",n.a.
autoecoleplus.tn,Business Software and services,2020,03/2021,https://autoecoleplus.tn,"Autoecoleplus.tn est un système de gestion pour les propriétaires d'autoécoles, et un espace candidat pour des cours du code de la route en ligne.","Mohamed Amine Jendoubi, Ahmed Nemlaghi, Mohamed Badii Jendoubi",n.a.
BIONESSANCE,HealthTech,2021,12/2021,https://bionessance.com,Bionessance offre des produits de soins pour Bébé et Mamans Bio à base d’ingrédients tunisiens en travaillant en partenariat avec les agriculteurs.,"Nour Ben Ezzeddine, Emel Habbej",n.a.
H eco ferme,Environment,2022,05/2023,Www.hecoferme.com,,"Hedi Amorri, Aboud Fatma",n.a.
NIWEES,Commerce and shopping,2019,08/2019,http://www.niwees.com,Niwees est une application mobile spécialisée en marketing digital.,Abdallah NAJAH,n.a.
RENTAL RIDE,Commerce and shopping,2016,03/2020,https://www.rental-ride.com,Rental Ride est une centrale de réservation en ligne opérant pour le compte des loueurs de voitures et les sociétés de transport touristiques,Mourad HAMMAMI,n.a.
Cognira Tunisia,Business Software and services,2016,02/2021,http://www.cognira.com,"Cognira est spécialisée dans le conseil et le développement de solutions d’analyse de données destinées aux professionnels du retail, basées sur l'IA et le ML",Hatem Sellami,n.a.
sportopia,Wellness,2019,03/2020,http://www.thesportopia.com,Sportopia est une plateforme qui a pour but de créer une communauté sportive.,"Houssem Sellami, Oussema Noureddine Metoui",n.a.
SEA DESIGN LAB/OUTA,Environment,2023,11/2023,https://www.seadesignlab.com/,Transformer les déchets plastiques qui polluent nos mers en fibres et fils  pour la production d’un tissu denim innovant et une marque écoresponsable et durable.,"Anis Montacer, Aymen Souissi, Asma Benyoussef, sami montacer",n.a.
seekmake,Commerce and shopping,2019,12/2019,http://www.seekmake.com,"SeekMake, produit d'ORBITECH, est une plateforme qui offre aux clients la possibilité de bénéficier des services des machines CNC . Ainsi les propriétaires des machines ont la possibilité de choisir et de concrétiser les commandes de nos clients par rapport a leurs faisabilités, le temps estimé et le positionnement géographique.",Adel Ayari,n.a.
GENI,Agritech,2020,12/2020,http://www.flahtik.com/,"FLAHTIK offre une plateforme axée sur l'utilisation des informations géospatiales, pédoclimatiques et agro-économiques pour optimiser la production agricole ainsi que pour aider les agriculteurs et les décideurs du secteur agricole à prendre les bonnes décisions.","Mohamed RAJHI, Mohamed Ali TBESSI",n.a.
la ferme urbaine,Agritech,2020,07/2020,http://www.hydroponie.tn,La ferme Urbaine produit des légumes et fruits dans des systèmes d'hydroponie. C'est une serre connectée avec la mesure en temps réel des paramètres de production et l'actionnement des ressources hydriques.,Skander Kacem,n.a.
Rooly,Mobility,2022,06/2022,https://rooly.tn/,"Rooly : Carrefour des services automobiles, pour des solutions d'entretien et de réparation fiables, simples et sereines.","Montassar Ferjani, Faten Mestikou",n.a.
Maginater,Communication services,2022,08/2022,www.maginater.com,"Maginater est un guichet unique pour les expériences de réalité étendue. Il fournit à ceux qui cherchent à créer des expériences immersives un studio XR qui leur permet de concevoir et d'animer leur contenu XR et de le partager dans notre communauté sans avoir besoin d'un bagage informatique ou d'une équipe de développeurs.

À l'ère de la réalité étendue, Maginater ouvre la porte à ceux qui ont des idées brillantes et qui n'ont pas de connaissances en développement informatique pour créer facilement une expérience XR professionnelle et de haute qualité avec un studio XR facile à utiliser qui offre d'énormes fonctionnalités comme le téléchargement, la conception et l'animation de modèles 3D, l'ajout d'options avancées comme le suivi des mains et les interactions, et enfin le choix du format de sortie comme la réalité augmentée, la réalité virtuelle ou la réalité mixte.

Tous les créateurs pourront partager leur contenu avec leurs clients ou leurs créneaux, gratuitement ou contre rémunération, sur notre galerie communautaire, qui sera la plaque tournante des expériences XR.","Madani Moutaa, bilel bilelbasly",n.a.
ProsperUs,Fintech,2018,06/2020,http://www.prosperus.tech/,"ProsperUs is a cutting edge digital transactions platform built to enable instant, secure, frictionless, and low-cost peer-to-peer value exchange, leveraging digital assets and blockchain technology. It's international tunisian fintech based in London, Dubai and Tunis, working with seven major strategic partners in four different countries and operating in three continents",Walid Driss,n.a.
Celebrioo,Ad Tech and Creative Tech,2021,03/2021,http://www.celebrioo.com,Celebrioo est une plateforme Web/Application basée sur la création de contenu à travers des vidéos personnalisées réalisées par les célébrités pour leurs fans.,"Bilel Knaissi, Mootaz Billeh Chaabani",n.a.
SoK'ari,HealthTech,2024,03/2025,https://www.sokaricare.com/,,"Manel Mrad, Mohamed Amine Mrad, Mohamed Rached Nabouli",n.a.
OCTOMIRO,Business Software and services,2024,02/2024,www.octomiro.ai,"Solution d'IA intégrée à un système ERP, fournissant une analyse en temps réel des
conformité du produit, détection autonome des anomalies et comptage des objets basés sur la vision par ordinateur.","Montasser Khamassi, Nour El Houda Shili, Mohieddine Drissi, Slim Griri",contact@octomiro.ai
WeGestU,Business Software and services,2021,06/2024,wegestu.com,,Lassaad Ben Rejeb,n.a.
Rhintos Games,Ad Tech and Creative Tech,2019,12/2019,,Rhintos développe un nouveau jeu vidéo GODS DON'T FALL. Une nouvelle prise d'un jeu old school avec caméra top down.,"Ayoub Ben Thabet, Ahmed Chlagou, Hishem Zarrad",n.a.
Pas Comme Eux,Business Software and services,2023,05/2023,www.pascommeeux.com,"Pas Comme Eux est une société créative axée sur la durabilité, opérant à partir de Tunis, en Tunisie. Nous travaillons dans tous les domaines du divertissement moderne, avec des artistes et des producteurs, des auteurs-compositeurs et des athlètes. Nous sommes une organisation à service complet, soutenant notre liste diversifiée de talents par le biais du management d'artistes, de l'édition musicale, des tournées, de la production, du développement stratégique de la marque et au-delà. Pas Comme Eux propose des experts en gestion d'artistes, en technologie, en mode et en philanthropie, redéfinissant ainsi le monde du divertissement.","Ahmed Bahaeddine Abdelwahed, Ghofrane Amdouni",contactpascommeeux@gmail.com
Dqlick,Business Software and services,2018,05/2019,https://www.dqlick.com/,Dqlick est une insurtech spécialisée dans la digitalisation et la transformation numérique dans le domaine de l’assurance des personnes.,Hamdi Bouslah,n.a.
Kinko,TravelTech,2020,02/2022,https://kinkobooking.com/,"Kinko est une plateforme de réservation en Real Time entre Hôtels / Maisons d'hôtes et Agences de voyages.

Nous aidons les Hôtels / Maisons d'hôtes à :
- Booster leurs ventes en digitalisant le processus de réservation.
- Améliorer et optimiser leur stratégie de distribution.
- Sécuriser les transactions de réservation des chambres via notre kit de paiement en ligne intégré.

Nous offrons aux Agences de voyages :
- Un accès gratuit et une mise en relation directe avec les Hôtels et les Maisons d'Hôtes
- Les meilleurs prix du marché avec la disponibilité en temps réel.

Kinko est une marque de Dynamic Rate Solutions fournisseur de solutions technologiques de gestion des réservations pour le secteur hôtelier.","Bilel Barouni, Noureddine Ben Tahar, Mohamed Bilel Kedidi, Atef Turki",bilel.barouni@kinkobooking.com
MOOVOBRAIN,HealthTech,2019,09/2019,https://www.gewinner.tn/,Moovobrain fabrique des systèmes de pilotage intelligents pour des chaises roulantes électriques destinées aux personnes qui ne peuvent pas utiliser leurs membres supérieurs.,"Khaoula Ben Ahmed, Syrine Ayari, Ghofrane Ayari, Souleima Ben Temim",n.a.
3S : Software and Security Solutions,Advanced Manufacturing & Robotics,2017,04/2020,http://www.sss.com.tn,"3S développe des solutions innovantes de transformation digitale  en utilisant les technologies de l'internet des objets (IoT), Cloud computing et l'intelligence artificielle(IA) pour les secteurs de l'agriculture de précision, l'industrie connecté 4.0, et les villes intelligentes.","Abdelbari Ben Yagouta, Wrida Ben Yagouta",contact@sss.com.tn
Chosa,Business Software and services,2021,12/2021,https://www2.chosa.net/,CHOSA est une plateforme qui permet au parent de suivre la journée de leur enfant et de réagir à temps et en outre aux parents de communiquer plus aisément avec les animatrices ou directeurs grâce au réseau social dédié.,Walid Mansia,n.a.
ellz and beyond Tunisie,Business Software and services,2020,02/2021,http://www.ellz.net,"Ellz and beyond développe des solutions pour auditer, gérer et optimiser les espaces des travail des grands comptes privés et publics.",Aymen Ellouze,n.a.
ZAYOLI,HealthTech,2024,11/2024,www.zayoli.com,,"Cheima Cherih, Leila Rekbi",n.a.
Société DOM Services,Commerce and shopping,2018,09/2019,https://www.dom2030.com,Dom Services est une application qui connecte des entreprises ou ménages à différentes offres de services d'entretien et de maintenance.,Khaled Dhifallah Ennefii,n.a.
HAKIM TECHNOLOGIES,Environment,2020,02/2021,http://www.hakim-technologies.tn,"Conception et fabrication d'une solution innovante et brevetée d'éclairage public à LED à partir d'énergie propre sans recours à un accumulateur. Cette solution est composée d'une carte intelligente à base de FPGA, d'un foyer d'éclairage à base de LED, d'un panneau photovoltaïque et d'une éolienne. Cette solution permet la production d'énergie électrique pour l'injection directe au réseau de distribution et réduit la facture d'éclairage à zéro.",Hakim Mondher,hakim.mondher101961@gmail.com
Couscous Connection,Commerce and shopping,2019,11/2019,http://www.couscous-connection.com,Couscous-Connection est une plateforme qui réunit tous les produits des créateurs Tunisiens sur une seule adresse,"Edriss Kharroubi Essaied, Rachid Kharroubi Essaied",n.a.
Freelancy,Business Software and services,2020,03/2021,https://freelancy.co,Freelancy est une plateforme numérique de mise en relation professionnelle (B2B) permettant aux entreprises d'être mises en contact avec des autoentrepreneurs ou experts indépendants.,"Mehdi Mhamdi, Karim Zribi",n.a.
OPTOSCOPIA Intelligent Diagnostic Analyzers,HealthTech,2023,05/2024,www.optoscopia.com,,"Marouen AKERMI, Francesc Gomez",n.a.
Crop's Talk,Agritech,2022,02/2023,http://www.cropstalk.com/,,"Rabeb FERSI, Samir CHEBIL, Chahine FERSI, Yassine AWADNI, Riadh JOMAA",n.a.
KidzRise,EdTech,2024,06/2024,https://www.kidzrise.com/,"KidzRise se distingue par son approche novatrice qui allie intelligence artificielle et éducation. Notre plateforme utilise des algorithmes pour détecter les talents spécifiques de chaque enfant dès leur jeune âge, offrant ainsi des programmes d'apprentissage personnalisés adaptés à leurs besoins uniques. Contrairement aux méthodes éducatives traditionnelles qui se concentrent sur les faiblesses, KidzRise célèbre la diversité des talents en mettant l'accent sur les forces individuelles. Pour récompenser leurs succès, les enfants reçoivent des badges et des certificats. Ils peuvent partager leurs réussites avec leurs amis sur la plateforme KidzRise, ce qui encourage l'inspiration et la motivation. Les parents peuvent suivre les progrès et recevoir des retours instantanés, participant activement au développement de leurs enfants.","Wiem Ben Mahmoud, Dhia EL ARBI",wiembenmahmoud.k@gmail.com
Go Online Africa,Business Software and services,2019,04/2020,https://www.go-online-africa.com/,"GOA est une société de service e-commerce à destination des marques qui intervient sur l’ensemble de la chaine de valeur e-commerce : logistique, gestion des e-boutiques...""","Emna Makni, Salma Amor",n.a.
STE  Kaoun,Fintech,2018,05/2019,https://www.kaoun.com/,Sté Kaoun met en place des produits d'identification et d'automatisation afin de rendre les services financiers plus rapides et plus accessibles à tous.,"Nebras Jemel, Anis Kallel, Rostom Bouazizi",n.a.
Dlilek,Consumer products and services,2021,01/2022,http://www.dlilek.tn,Dlilek est une plateforme de mise en relation ciblée entre professionnels et clients tout en leur proposant divers services dans le but de faciliter leurs quotidiens.,"Moussa Tajouri , Chourouk Attig",n.a.
Epilert,HealthTech,2018,09/2019,http://epilert.io,"Epilert conçoit un bracelet de détection, monitoring et prédiction des crises d’épilepsies en utilisant l'intelligence artificielle.","Firas Rhaiem, Haroun Moula, Amine Riahi",n.a.
